날짜,시간,시험명,경로버전,목표속도_mps,구간,성공,직선흔들림,곡선진입,곡선탈출,최대조향_rad,최대횡오차_m,평균속도_mps,GPS지연_ms,IMU지연_ms,안전정지,주요문제,다음조치
2026-08-09,00:00,초기기준,2026_molit_comp_global_path,3.0,전체,미정,미정,미정,미정,,,,,,,미정,,
